Title,Genre,Tags,Languages,Series or Movie,Hidden Gem Score,Country Availability,Runtime,Director,Writer,Actors,View Rating,IMDb Score,Rotten Tomatoes Score,Metacritic Score,Awards Received,Awards Nominated For,Boxoffice,Release Date,Netflix Release Date,Production House,Netflix Link,IMDb Link,Summary,IMDb Votes,Image,Poster,TMDb Trailer,Trailer Site
Zumbos Just Desserts,Reality-TV,"Australian TV Programmes,Reality TV,TV Programmes,Competition Reality TV,Food & Travel TV,Family Watch Together TV",English,Series,7.5,"United Kingdom,Czech Republic,Sweden,Lithuania,Russia,Slovakia,Spain,France,Germany,Poland,Hungary,Japan,Romania,Mexico,South Korea,Belgium,Switzerland,Portugal,South Africa,Argentina,Iceland,Greece,United States,Brazil,Netherlands,Italy,Colombia",< 30 minutes,,,Gigi Falanga,TV-14,6.9,,,,,,22 Aug 2016,2017-10-31,,https://www.netflix.com/watch/80204927,https://www.imdb.com/title/tt7239256,"Dessert wizard Adriano Zumbo looks for the next “Willy Wonka” in this tense competition that finds skilled amateurs competing for a $100,000 prize.",1872.0,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABY3lzbvaGXp_KEQosSSXsVKbc3a8a3ob_dFZBoCWxcCV0znmDCeVOTWZiKBmJACrJ_jHd7hSN98Gk5DeM3P5HINAt5427uPakHBpvtE0Lh9bDIc1eHMnaflAdn4.jpg?r=7dc,,,
SPF-18,"Drama, Romance, Sport","Romantic Films,Dramas,Romantic Dramas,Sports Dramas,Sports Films",English,Movie,3.7,"Singapore,Australia,India,Netherlands,Czech Republic,Sweden,Poland,Lithuania,Brazil,United Kingdom,Germany,Canada,United States,Spain,France,Hong Kong,Argentina,Russia,Slovakia,Israel,Japan,Romania,Mexico,South Korea,Greece,Belgium,Switzerland,Portugal,South Africa,Iceland,Italy,Thailand,Hungary,Turkey,Malaysia,Colombia",1-2 hour,Alex Israel,"Alex Israel, Michael Berk","Carson Meyer, Bianca A. Santos, Jackson White, Noah Centineo",PG-13,3.2,8.0,,,,,29 Sep 2017,2017-10-30,,https://www.netflix.com/watch/80192097,https://www.imdb.com/title/tt7296862,The arrival of an enigmatic struggling musician in Malibu shakes the ground beneath the feet of a teenage girl and her surfer boyfriend.,4556.0,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABfkephQFtGz6EboQ4s3_6KetvLvDTPzgkJM_wUHZXPik8jYvCPHIsxpqoKLvgEyKw1BvbSWU5g27KKjz0JyPeVNGUw.jpg?r=f5d,https://images-na.ssl-images-amazon.com/images/M/MV5BNjUyYmRiZmItOTY4Zi00YjRkLWE3N2ItNzI2Zjc3OGVjMGEyXkEyXkFqcGdeQXVyNTQ3MjE4NTU@._V1_SX300.jpg,https://www.youtube.com/watch?v=NbUZirzbG7Q,YouTube
Pup Star: Better 2Gether,Family,"Comedies,Films for ages 5 to 7,Films for ages 8 to 10,Films for ages 2 to 4,Children & Family Films,Family Comedies,Animal Tales,Family Features",English,Movie,6.6,"Argentina,Canada,United States,Brazil,Mexico,Colombia",1-2 hour,Robert Vince,Robert Vince,"Lombardo Boyar, Obba Babatundé, Chris Coppola, Molly Burnett",PG,4.7,20.0,,,,,29 Aug 2017,2017-10-28,Air Bud Entertainment,https://www.netflix.com/watch/80189954,https://www.imdb.com/title/tt6357074,Returning Pup Star champ Tiny has her Yorkie paws full after an evil rival replaces her with street dog Scrappy during the national competition.,192.0,https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABQRGn9plJpV_iy7sgQHfbKshqk3cMgGb0yNCTlAV_UmpqIFlbAwtDbe6J4icoi1d8sM1vIGu6t0dFGvvI2-LaLCveg.jpg?r=68e,https://images-na.ssl-images-amazon.com/images/M/MV5BZjBiMDU5ZDYtN2E5Yi00YTNkLTg1YmEtYzc0ZTI0MWVmMGU3XkEyXkFqcGdeQXVyNjAzNTc2MDg@._V1_SX300.jpg,https://www.youtube.com/watch?v=IDL4ouPmMmc,YouTube
Joan Didion: The Center Will Not Hold,Documentary,"Documentaries,Social & Cultural Documentaries,Biographical Documentaries,Documentaries",English,Movie,8.0,"United States,Brazil,Spain,United Kingdom,Germany,Australia,France,Czech Republic,Poland,Netherlands,Sweden,Singapore,Canada,India,Lithuania,Argentina,Russia,Slovakia,Hungary,Hong Kong,Japan,Romania,Belgium,Mexico,South Korea,Greece,Switzerland,Portugal,South Africa,Iceland,Israel,Italy,Turkey,Colombia",1-2 hour,Griffin Dunne,,"Dick Cheney, Hilton Als, Jim Didion, Tom Brokaw",,7.4,89.0,72.0,,3.0,,27 Oct 2017,2017-10-27,,https://www.netflix.com/watch/80117454,https://www.imdb.com/title/tt7253506,"Literary icon Joan Didion reflects on her remarkable career and personal struggles in this intimate documentary directed by her nephew, Griffin Dunne.",1777.0,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABerdS9zF0Q_Nz5DG-Y4KXiFcw6jYkcJrzd2EeZ6EhQODexNn1zIN7RgQ-YH2X5Xq1q5QCffZXqATCAUvVBgfmiE_h7OeS22dfEeqY2flP7gwriKWvLYobeZNts0.jpg?r=63a,,https://www.youtube.com/watch?v=99NaRJQzXiM,YouTube
Argon,Drama,"TV Dramas,TV Programmes,Korean TV Programmes,Political TV Shows",Korean,Series,8.6,"United Kingdom,Czech Republic,Australia,Singapore,Canada,India,Lithuania,France,Germany,Sweden,Poland,Spain,Argentina,Russia,Slovakia,Japan,Romania,Mexico,South Korea,Belgium,Greece,Switzerland,Portugal,South Africa,Iceland,Thailand,Hungary,Turkey,United States,Malaysia,Brazil,Netherlands,Italy,Israel,Colombia",< 30 minutes,,,"Yoon-ho Ji, Il-Joo Ji, Ju-hyuk Kim, Woo-hee Chun",,7.4,,,,,,04 Sep 2017,2017-10-26,,https://www.netflix.com/watch/80214115,https://www.imdb.com/title/tt7094798,"In a world filled with provocative (and often misleading) news, a passionate team of investigative TV reporters strives to bring truths to light.",202.0,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABZq9onYVfgqCdN1FRwbFKzBGg1YDdKJpEwEy_S4098OWgEL8mP8EIJfuZleqLvsqFQ0RRj6Cu1pV1JUUfqE2bjpD3h9mC0xlXKpvntC9Smd8qt1kP8yPehW3YN0.jpg?r=d90,https://images-na.ssl-images-amazon.com/images/M/MV5BNGUyZTQ3YTYtMWY0OC00YjdmLTg3NzktOTE0ZDdkM2Q2NmM2XkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg,,
Grave of the Fireflies,"Animation, Drama, War","Anime,International Films,Award-winning Films,Anime Feature Films,Classic Films,Drama Anime,Movies Based on Books,Japanese Movies,Anime based on Books",Japanese,Movie,4.5,"France,Portugal,Spain",1-2 hour,Isao Takahata,"Isao Takahata, Akiyuki Nosaka","Akemi Yamaguchi, Yoshiko Shinohara, Ayano Shiraishi, Tsutomu Tatsumi",Not Rated,8.5,,94.0,3.0,,"$516,962",26 Jul 1989,2017-10-26,,https://www.netflix.com/watch/557010,https://www.imdb.com/title/tt0095327,"Two orphans fight for survival in post-World War II Japan, but society is harsh and they struggle to escape the hardships of war and find enough food.",237321.0,https://occ-0-2717-360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABSRYP39XufImd6N8_9vOl5k2rwEKoMhez8l0QUMc3ilc_Bo69wM3cPJP9p7ZBbkxZM1BxVF3d4ESfx3TIJr8gDphjA.jpg?r=6e4,https://images-na.ssl-images-amazon.com/images/M/MV5BZjEwNDVhZjMtYzA1MS00ZWUxLThjOGUtZTliNGZiNGYyMjA3XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,https://www.youtube.com/watch?v=4vPeTSRd580,YouTube
The Lovers,"Comedy, Drama, Romance","Independent Films,Romantic Independent Films,Romantic Comedies,Comedies,Independent Comedies,Dramas,Romantic Films,Independent Dramas,Romantic Dramas",English,Movie,6.9,"Australia,United States,France",1-2 hour,Azazel Jacobs,Azazel Jacobs,"Aidan Gillen, Melora Walters, Debra Winger, Tracy Letts",R,6.1,82.0,76.0,,4.0,"$2,194,521",05 May 2017,2017-10-26,A24,https://www.netflix.com/watch/80167628,https://www.imdb.com/title/tt5770620,"On the verge of divorce, a middle-aged couple, each involved in a serious affair, rethink their marriage and the meaning of love and fidelity.",3458.0,https://occ-0-1926-41.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABQBNVglrdRIoL8CzRovAEvREfIyOQqfxOuo8IRCuZmslGq1g3geoVW8J7gRae54XPs6AtjQqiaPPU4V0QaADPT_oiA.jpg?r=bd8,https://images-na.ssl-images-amazon.com/images/M/MV5BMTcxNTE5OTc0N15BMl5BanBnXkFtZTgwMjMzMTIwMTI@._V1_SX300.jpg,https://www.youtube.com/watch?v=nk-T71VhP8I,YouTube
Strange Weather,Drama,"Dramas,Independent Dramas,Independent Films",English,Movie,7.3,"Germany,Czech Republic,France,Poland,Sweden,Singapore,Australia,India,Lithuania,Spain,United Kingdom,Canada,Hong Kong,Argentina,Russia,Slovakia,Romania,Mexico,South Korea,Greece,Belgium,Switzerland,Portugal,South Africa,Iceland,Thailand,Hungary,Turkey,United States,Malaysia,Brazil,Netherlands,Italy,Israel,Colombia",1-2 hour,Katherine Dieckmann,Katherine Dieckmann,"Kim Coates, Carrie Coon, Holly Hunter, Choppy Guillotte",R,5.9,58.0,57.0,1.0,1.0,,28 Jul 2017,2017-10-26,"iDeal Partners Film Fund, Netflix, Brainstorm Media",https://www.netflix.com/watch/80173479,https://www.imdb.com/title/tt5205210,"A grieving mother takes a road trip with her friend to confront the man who, she believes, stole her late sons business idea to get rich.",1187.0,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABQT3DlfZ35IuWPypjRsU4SniJEsof07CRxi32WcFJpDF1gzmLdlCmJpi91004IK0C2jnnz9CGOBhW0FW9JlrOhvyuA.jpg?r=8a2,https://images-na.ssl-images-amazon.com/images/M/MV5BNzViMjM5NWEtMGU1NS00ZWVlLWIyNDktOWNlNmZkMzFlZWI3XkEyXkFqcGdeQXVyMzk4MjM3MTE@._V1_SX300.jpg,https://www.youtube.com/watch?v=068VBBZt1Pc,YouTube
Fack ju Göhte,Comedy,"Wacky Comedies,German Films,Comedies,German Comedies",German,Movie,3.5,"Switzerland,Germany",1-2 hour,Bora Dagtekin,"Simon Hauschild, Bora Dagtekin","Katja Riemann, Jana Pallaske, Karoline Herfurth, Elyas M'Barek",,6.9,,,6.0,4.0,,07 Nov 2013,2017-10-26,Constantin Film Verleih,https://www.netflix.com/watch/80014999,https://www.imdb.com/title/tt2987732,"When an ex-con discovers the loot he buried from his last robbery is now covered by a school gym, he gets a teaching job there in order to recover it.",26797.0,https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABYcUUl2Q-pcQGFYdEzzIZ-gS12yRDkfTBWtF-vKh4r5CqlyGOjYdgR2PuQnU9MpBlvh8z-VOwGcW3tmCNTFcxG8bJA.jpg?r=d00,https://images-na.ssl-images-amazon.com/images/M/MV5BMTkxMzc1MjMxM15BMl5BanBnXkFtZTgwNzQxNzI5MDE@._V1_SX300.jpg,https://www.youtube.com/watch?v=p7a1h0V1AhI,YouTube
Black,Thriller,"TV Programmes,Korean TV Programmes,TV Thrillers,Crime TV Dramas,TV Dramas,Asian TV Shows,TV Sci-Fi & Fantasy,Crime TV Programmes,TV Mysteries,Fantasy TV Shows",English,Series,2.4,"Czech Republic,India,Canada,Lithuania,United Kingdom,Australia,Singapore,Spain,Argentina,France,Germany,Poland,Sweden,Russia,Slovakia,Romania,Mexico,South Korea,Belgium,Greece,Switzerland,Portugal,South Africa,Iceland,Thailand,Hungary,Turkey,United States,Japan,Malaysia,Brazil,Netherlands,Italy,Israel,Colombia",< 30 minutes,Brian Goodman,"Marc Frydman, Justin Stanley, Hervé Korian","Jonathan Rhys Meyers, Vincent Riotta, Piper Perabo, Antonio Banderas",R,6.2,40.0,43.0,2.0,2.0,,26 May 2017,2017-10-26,"Paradox Studios, Ambi Pictures, Notorious Pictures, Battleplan Productions",https://www.netflix.com/watch/80214013,https://www.imdb.com/title/tt2090465,"A Grim Reaper, a detective and a woman who foresees death get ensnared in matters of life and death -- and dark mysteries of twenty years past.",12610.0,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABRlZGqEkXmynSe0-H6w16-xcGoyEDn8JQCUMi54MBISLsSkihZxsnzZsgNIe1YvdTAPIUtCgFPHh-yDOeiuk0GrfvqrqOEjMc6VCzYkG0QQaNl660TMaDmBIv0k.jpg?r=9e1,https://images-na.ssl-images-amazon.com/images/M/MV5BZTFhNWQwYWMtN2FhYS00YWFkLTgwM2QtMWMyYjVkMDY4NmNkXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_SX300.jpg,,
Urban Legend,"Horror, Mystery, Thriller","Slasher and Serial Killer Films,Teen Screams,Horror Films",English,Movie,1.9,"Switzerland,Portugal,Hong Kong,Thailand,Brazil,Spain,Italy,Singapore,India,Argentina,Malaysia,Mexico,Colombia",1-2 hour,Jamie Blanks,Silvio Horta,"Michael Rosenbaum, Rebecca Gayheart, Jared Leto, Alicia Witt",R,5.6,21.0,35.0,1.0,2.0,"$38,072,438",25 Sep 1998,2017-10-25,"Phoenix Pictures, Original Film",https://www.netflix.com/watch/17237018,https://www.imdb.com/title/tt0146336,"In the wake of several gruesome murders at her college campus, the inquisitive Natalie begins to suspect that a single crazed killer is responsible.",60496.0,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABYe-G2QIAIRh6PJgRFWWDdSGpm7BZiq58sp1uupEWaRCD3Q9A6rBzJ6kUz_XVVvtkMiMKLDzVCwFNDM7rz6E-DYRAg.jpg?r=29e,https://images-na.ssl-images-amazon.com/images/M/MV5BYWRlNDRiNWMtMjU4Yy00NDc5LWI1YTUtODNmN2ViOTMzN2EwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,https://www.youtube.com/watch?v=R4d1_D90BwU,YouTube
It Comes at Night,"Horror, Mystery, Sci-Fi","Teen Screams,Horror Films,Independent Films,Halloween Favourites,US Movies",English,Movie,3.8,"Argentina,Australia,Japan,United States,Brazil,Mexico,Colombia",1-2 hour,Trey Edward Shults,Trey Edward Shults,"Christopher Abbott, Joel Edgerton, Riley Keough, Carmen Ejogo",R,6.2,87.0,78.0,1.0,11.0,"$13,985,117",09 Jun 2017,2017-10-24,Animal Kingdom,https://www.netflix.com/watch/80174959,https://www.imdb.com/title/tt4695012,"As danger stalks the world outside his isolated home, an overprotective father faces a tough decision when another family shows up seeking help.",84529.0,https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABRi-vWhUvEPP7nosT2dVqO4vc936iauxpXJqPztoix95N0SndBcXx1Ijr2Ra5TJSbmoJ299qZOUqJ7QdvZ2sBXf8hA.jpg?r=384,https://images-na.ssl-images-amazon.com/images/M/MV5BMjQ3MDA0ODA2N15BMl5BanBnXkFtZTgwNzg0NzgwMjI@._V1_SX300.jpg,https://www.youtube.com/watch?v=6YOYHCBQn9g,YouTube
Wanted,"Action, Crime, Drama","TV Programmes,Crime TV Programmes,TV Dramas,Crime TV Dramas,Australian TV Shows,TV Thrillers",English,Series,6.5,"Spain,United Kingdom,Germany,France,Czech Republic,Poland,Singapore,Canada,India,Lithuania,Hong Kong,Argentina,Russia,Australia,Sweden,Slovakia,Hungary,Japan,Romania,Mexico,South Korea,Belgium,Switzerland,Portugal,South Africa,Iceland,Thailand,Turkey,Greece,United States,Malaysia,Brazil,Netherlands,Italy,Israel,Colombia",< 30 minutes,,"Rebecca Gibney, Richard Bell","Rebecca Gibney, Geraldine Hakewill, Anthony Phelan, Nicholas Bell",TV-14,7.7,,,2.0,2.0,,24 Oct 2017,2017-10-24,,https://www.netflix.com/watch/80195522,https://www.imdb.com/title/tt5193358,Polar-opposite strangers Lola and Chelsea become partners on the run when they witness a murder involving dirty cops and are framed for the crime.,4610.0,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABfgkyLhyVhSITnRixWvw30CZnX7R4LoKpLtdgO3mFheWzq6VAAMgQwRjgBwXRDORzZwHQFh3Y20T2wKdZFM5CvueiHP8pp_6wQkIHBh6S0WjISTnKIKgu8uXmFM.jpg?r=8cf,https://images-na.ssl-images-amazon.com/images/M/MV5BODdlZTVmOTMtNDg1YS00MTA0LWJjNTYtN2U4M2YwNjk0NzUxXkEyXkFqcGdeQXVyNjM4NDQ4ODA@._V1_SX300.jpg,,
Jack Whitehall: At Large,Comedy,"Stand-up Comedy,Comedies,Stand-up Comedy & Talk Shows",English,Movie,7.9,"Brazil,Spain,United Kingdom,Germany,Australia,Czech Republic,Singapore,France,Poland,Netherlands,Canada,Sweden,India,Lithuania,Russia,Slovakia,Hungary,Israel,Hong Kong,Japan,Romania,Mexico,South Korea,Belgium,Greece,Switzerland,Portugal,South Africa,Iceland,Italy,Thailand,Turkey,United States",1-2 hour,Brian Klein,Jack Whitehall,Jack Whitehall,TV-MA,6.9,83.0,,,,,24 Oct 2017,2017-10-24,,https://www.netflix.com/watch/80158919,https://www.imdb.com/title/tt7539884,"Comedian Jack Whitehall takes the stage to tell stories about drinking, drugs, a Google Maps van and his ongoing rivalry with Robert Pattinson.",1785.0,http://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABSv6z1m-fPQTHEj5qvXl1KhVWngtuh_CGoJh1oR3Z0P24OgM4S-lGE7ioRH_bcK87Kd8SSqT10PkxBvDnOx9C3dA7Cg5trtK7CnLNwKk7t-m4bnKcp3xbTfAW7Q.jpg?r=2cd,,https://www.youtube.com/watch?v=GgTSEE5PGBs,YouTube
Black Butterfly,Thriller,"Thrillers,Dramas",English,Movie,2.4,United Kingdom,1-2 hour,Brian Goodman,"Marc Frydman, Justin Stanley, Hervé Korian","Jonathan Rhys Meyers, Vincent Riotta, Piper Perabo, Antonio Banderas",R,6.2,40.0,43.0,2.0,2.0,,26 May 2017,2017-10-23,"Paradox Studios, Ambi Pictures, Notorious Pictures, Battleplan Productions",https://www.netflix.com/watch/80183009,https://www.imdb.com/title/tt2090465,"As a dangerous drifter holds him hostage in his own cabin, a struggling screenwriter finds himself locked in a battle of both wits and survival.",12610.0,https://occ-0-2219-2218.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABa-hGfiFQ41op8Nq2fMWpQclWB3WT7pj6_5BSV2xVPNRzUvay_6oZfUWczO_Cfb1zWgRDnTvDo8SYzODscDOs2B05g.jpg?r=2e8,https://images-na.ssl-images-amazon.com/images/M/MV5BZTFhNWQwYWMtN2FhYS00YWFkLTgwM2QtMWMyYjVkMDY4NmNkXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_SX300.jpg,https://www.youtube.com/watch?v=MFOaolQR6jk,YouTube
The Condemned 2,"Action, Thriller","Adventures,Crime Action & Adventure,Action & Adventure,Action Thrillers,Action Movies",English,Movie,5.5,"United Kingdom,France,Romania,Belgium,Hungary,Mexico,Canada,Iceland,Brazil,Czech Republic,Netherlands,Israel,Italy,Poland,Argentina,Greece,Slovakia,Sweden,Turkey,Colombia",1-2 hour,Roel Reiné,Alan B. McElroy,"Randy Orton, Steven Michael Quezada, Wes Studi, Eric Roberts",R,4.2,27.0,,,,,06 Nov 2015,2017-10-21,WWE Studios,https://www.netflix.com/watch/80082718,https://www.imdb.com/title/tt4151192,"When a bounty hunter fails to nab a gambling ring leader, he teams up with his father to survive a deadly televised game where hes now the hunted.",2550.0,https://occ-0-1490-1489.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABZN73yW7-n7hmfEj9y3JpNmMjtmajYmtGKd0RgsKqa_aXYL38tEJtU7Q9sXxw3bkxSvXopLLGpPVCT_jLNXaA4gKLw.jpg?r=c03,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ3MDg2Mzc0MF5BMl5BanBnXkFtZTgwODk0ODM5NjE@._V1_SX300.jpg,https://www.youtube.com/watch?v=V30a_TSeWOI,YouTube
Amateur Night,Comedy,Comedies,English,Movie,4.1,"Hungary,Czech Republic,Slovakia,Romania",1-2 hour,"Lisa Addario, Joe Syracuse","Lisa Addario, Joe Syracuse","Jason Biggs, Ashley Tisdale, Bria L. Murphy, Janet Montgomery",Not Rated,5.1,0.0,38.0,,,,12 Aug 2016,2017-10-21,"Punch Media, Defining",https://www.netflix.com/watch/80097000,https://www.imdb.com/title/tt4265508,"With his wife expecting their first child, an unemployed architect reluctantly accepts a job driving escorts around Los Angeles.",4767.0,https://occ-0-114-116.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABUHjZWtdZBLFGlrohU6KSySn-Dey1HsKWjucUVFQ5m9hoPsMtHVHTsvc4PYrbH2AhY2sUIg1V46W2NdnXyAQY6tRuSEDaRE.jpg?r=aa4,https://images-na.ssl-images-amazon.com/images/M/MV5BZTQ2N2UzMDYtNDJlMi00YThmLWExYWEtMGQ0MWFiMjE0OWU0XkEyXkFqcGdeQXVyMTgyNDk1OTY@._V1_SX300.jpg,https://www.youtube.com/watch?v=aqcAdkSKJDM,YouTube
The Liar,"Short, Drama","Crime TV Dramas,Asian TV Shows,TV Programmes,Crime TV Programmes,TV Dramas,Malaysian Programmes",English,Series,,"Australia,Singapore,Lithuania,United Kingdom,Canada,Russia,Hong Kong,South Africa,Thailand,Hungary,India,Czech Republic,United States,Slovakia,Malaysia,Iceland",< 30 minutes,Remsy Atassi,Remsy Atassi,"Ted LeBlang, Shannon Parr, Jordan Jeffrey Brown",,,,,,,,,2017-10-21,,https://www.netflix.com/watch/80169350,https://www.imdb.com/title/tt3067628,"At the CARE detective agency, investigators see a lot of action but must always keep their cases secret, even when it affects their personal lives.",,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABW26voGzD_MNGYdrVh1sMWhNanoYtvuD7lDqUHnDZ2ralKYnDd-y6x6Bc_Waorhu0FZjdOgPOim64fiHcPWoRORgHA.jpg?r=7ea,,,
The Day I Met El Chapo,"Documentary, Biography","Crime Documentaries,Crime TV Documentaries,Crime TV Programmes,Spanish-Language TV Shows,TV Programmes,International TV Shows,Social & Cultural Documentaries,Political TV Documentaries,Biographical Documentaries,International Documentaries,Documentaries,Political Documentaries,TV Documentaries","Spanish, English",Series,8.0,"United States,Lithuania,Brazil,Spain,United Kingdom,Australia,Czech Republic,France,Germany,Poland,Sweden,Canada,India,Netherlands,Singapore,Argentina,Hong Kong,Russia,Slovakia,Israel,Japan,Romania,Mexico,South Korea,Belgium,Greece,Switzerland,Portugal,South Africa,Iceland,Italy,Thailand,Hungary,Turkey,Malaysia,Colombia",< 30 minutes,,,"Marianne Sauvage, Kate del Castillo, Jessica Maldonado",,6.9,,,,,,20 Oct 2017,2017-10-20,,https://www.netflix.com/watch/80184569,https://www.imdb.com/title/tt7334894,"Mexican superstar actress Kate del Castillo reveals the untold story of her encounter with El Chapo Guzmán, the world’s most-wanted drug lord.",932.0,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABTXEssH2emNQ8DmOQg-1Oas7HTfTF9ScRttXiUdYtJmU3jGf_qTRW_P77SM9CLA6cai-vCXA5BThLwX9FQAe6SaiMN4f76ketZ-KkMa0mQHLvDODQW5sAW0Rk3I.jpg?r=9ed,,,
1922,"Crime, Drama, Horror, Mystery, Thriller","Dramas based on a book,Crime Dramas,Dramas,Crime Thrillers,Scary Halloween Favourites,20th Century Period Pieces,Halloween Favourites,Psychological Thrillers,Thrillers,Period Pieces,Films Based on Books",English,Movie,3.7,"United States,Lithuania,Brazil,Spain,United Kingdom,Australia,Singapore,Czech Republic,France,Germany,Poland,Canada,Sweden,India,Netherlands,Argentina,Hong Kong,Russia,Slovakia,Hungary,Israel,Japan,Romania,Belgium,Mexico,South Korea,Greece,Switzerland,Portugal,South Africa,Iceland,Italy,Thailand,Turkey,Malaysia,Colombia",1-2 hour,Zak Hilditch,"Zak Hilditch, Stephen King","Kaitlyn Bernard, Molly Parker, Dylan Schmid, Thomas Jane",TV-MA,6.3,91.0,70.0,1.0,4.0,,20 Oct 2017,2017-10-20,,https://www.netflix.com/watch/80135164,https://www.imdb.com/title/tt6214928,"A farmer pens a confession admitting to his wifes murder, but her death is just the beginning of a macabre tale. Based on Stephen Kings novella.",53636.0,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABTYRODfkvlKfAZ7VQtokXwtEvLdVZZl-7qv4MkMDOhB-upDGoW0fbtsnJe9R-1WroBKMg9pD8dM7a5bP7kyc4qbr137XKA8uhWkl_tH0tG_eaG8Uh79p0FkoKHY.jpg?r=da6,https://images-na.ssl-images-amazon.com/images/M/MV5BMWVlNmY3YzMtNzdkZC00MzUyLWI4ZTgtZjUyMGI0ZDU4NGQ0XkEyXkFqcGdeQXVyODUxNTAwNQ@@._V1_SX300.jpg,https://www.youtube.com/watch?v=3E_fT0aTsjI,YouTube
Wheelman,"Action, Crime, Thriller","Crime Action & Adventure,Action & Adventure,Action Thrillers",English,Movie,3.6,"United States,Lithuania,Brazil,Spain,United Kingdom,Australia,Czech Republic,France,Germany,Poland,Sweden,Canada,India,Netherlands,Singapore,Argentina,Hong Kong,Russia,Slovakia,Israel,Japan,Romania,Mexico,South Korea,Greece,Belgium,Switzerland,Portugal,South Africa,Iceland,Italy,Thailand,Hungary,Turkey,Malaysia,Colombia",1-2 hour,Jeremy Rush,Jeremy Rush,"Garret Dillahunt, Caitlin Carmichael, Shea Whigham, Frank Grillo",TV-MA,6.4,88.0,66.0,,,,20 Oct 2017,2017-10-20,Solution Entertainment Group,https://www.netflix.com/watch/80113669,https://www.imdb.com/title/tt5723286,The getaway driver in a botched robbery puts his skills and smarts to the test when he receives shocking orders from an unknown caller.,17673.0,https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABdmRAHTKSgXNEzhfKNGmEqhkB1CX2b2FD9Tybgb3CoH5ZOciqwyyic8IrtceYniAxuULDfEimHbujnJcaKAktDjY9ViSVXXPZtABVf1hu9Xy3yZq_moueq8ry5Q.jpg?r=4d6,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA3NjA0MzE1N15BMl5BanBnXkFtZTgwNjAzNzQ0MzI@._V1_SX300.jpg,https://www.youtube.com/watch?v=q6hODbsUE7Y,YouTube
